Close-Approach (CA) Date,CA DistanceNominal (au),CA DistanceMinimum (au),V relative(km/s),V infinity(km/s),H(mag),Rarity,Mean Diameter,Close-Approach Year,CA DistanceNominal (au) Z-score,CA DistanceNominal (au) Outlier,CA DistanceMinimum (au) Z-score,CA DistanceMinimum (au) Outlier,V relative(km/s) Z-score,V relative(km/s) Outlier,V infinity(km/s) Z-score,V infinity(km/s) Outlier,H(mag) Z-score,H(mag) Outlier,Mean Diameter Z-score,Mean Diameter Outlier
2023,0.00756,0.00755,6.33,6.28,28.2,0,9.5,2023,-0.9612075622493734,False,-0.942918026291729,False,-0.8368336015634518,False,-0.8329305630556878,False,1.1523439992280773,False,-0.5421650610070798,False
2023,0.02567,0.02562,6.77,6.75,27.1,0,16.5,2023,0.3237091921460277,False,0.3522603666089443,False,-0.750538908023442,False,-0.7410527038440577,False,0.5380421870818146,False,-0.40389393174876653,False
2023,0.00214,0.00214,7.07,6.9,27.6,0,12.9,2023,-1.3457602297713545,False,-1.3306831123787597,False,-0.6917016169734351,False,-0.7117299828190693,False,0.8172702835119345,False,-0.47500479822447056,False
2023,0.00883,0.00881,9.68,9.65,26.7,0,19.5,2023,-0.8711002028853669,False,-0.8526067493102766,False,-0.179817184838377,False,-0.1741467640276167,False,0.3146597099377175,False,-0.3446348763523466,False
2023,0.00415,0.00415,13.55,13.5,27.4,0,14.35,2023,-1.2031493696755644,False,-1.1866151229083473,False,0.5791838697067097,False,0.5784697422804169,False,0.705579044939885,False,-0.44636292144953416,False
2023,0.00355,0.00354,8.71,8.63,28.1,0,10.2,2023,-1.2457197756743077,False,-1.2303372490660345,False,-0.37005775923339845,False,-0.3735412669975372,False,1.0964983799420545,False,-0.5283379480812486,False
2023,0.00419,0.00418,12.29,12.24,27.8,0,12.2,2023,-1.2003113426089815,False,-1.1844648544087888,False,0.3320672472966812,False,0.33215888567051505,False,0.9289615220839821,False,-0.4888319111503019,False
2023,0.02682,0.02658,22.35,22.34,25.4,0,35.5,2023,0.4053024703102858,False,0.42106895859481286,False,2.3050777405069063,False,2.3065554346863957,False,-0.4113333407805946,False,-0.028586580904773284,False
2023,0.00088,0.00088,8.0,7.62,29.7,0,4.85,2023,-1.4351580823687153,False,-1.4209943893602124,False,-0.5093060147184144,False,-0.5709809218991254,False,1.9900282885184368,False,-0.6340165968715308,False
2023,0.01443,0.01437,9.89,9.87,27.1,0,16.0,2023,-0.47377641356376293,False,-0.4540903207254539,False,-0.13863108110337213,False,-0.1311401065243007,False,0.5380421870818146,False,-0.4137704409815032,False
2023,0.04058,0.04056,8.93,8.93,23.3,0,94.5,2023,1.3815837812147982,False,1.423094079389025,False,-0.32691041246339375,False,-0.3148958249475608,False,-1.5840913457870969,False,1.1368415085581531,False
2023,0.00319,0.00319,12.48,12.42,27.6,0,12.9,2023,-1.2712620192735535,False,-1.2554237148942158,False,0.36933086496168566,False,0.367346150900501,False,0.8172702835119345,False,-0.47500479822447056,False
2023,0.01986,0.01983,6.67,6.65,26.3,0,24.0,2023,-0.08851423927513631,False,-0.062741453805826,False,-0.7701513383734442,False,-0.7606011845273832,False,0.09127723279362242,False,-0.2557462932577166,False
2023,0.04548,0.04515,10.77,10.77,24.9,0,44.0,2023,1.7292420968712017,False,1.7520851598214597,False,0.03395830597664732,False,0.044796219625629324,False,-0.6905614372107145,False,0.13931407605175,False
2023,0.04751,0.04717,15.28,15.27,24.2,0,61.0,2023,1.873271970500283,False,1.8968699054583913,False,0.918478914761748,False,0.9244778503752791,False,-1.0814807722128819,False,0.47511538996479663,False
2023,0.00363,0.00362,20.23,20.19,27.1,0,16.5,2023,-1.240043721541142,False,-1.2246031997338789,False,1.8892942170868587,False,1.8862630999948966,False,0.5380421870818146,False,-0.40389393174876653,False
2023,0.0026,0.0026,20.24,20.18,27.4,0,14.4,2023,-1.3131229185056512,False,-1.2977123287188643,False,1.8912554601218585,False,1.8843082519265637,False,0.705579044939885,False,-0.4453752705262606,False
2023,0.048,0.04782,4.39,4.37,25.3,0,37.5,2023,1.9080378020659237,False,1.9434590562821568,False,-1.2173147503534951,False,-1.2063065441072058,False,-0.46717896006661735,False,0.010919456026173373,False
2023,0.02889,0.02834,12.82,12.82,25.6,0,32.5,2023,0.55217037100595,False,0.5472180439022388,False,0.43601312815169324,False,0.44554007363380327,False,-0.29964210220854504,False,-0.08784563630119327,False
2023,0.02153,0.02143,7.75,7.74,25.7,0,32.0,2023,0.029973390754699247,False,0.05193953283728845,False,-0.5583370905934201,False,-0.5475227450791347,False,-0.24379648292252226,False,-0.09772214553392994,False
2023,0.01662,0.01657,7.31,7.29,27.3,0,15.15,2023,-0.31839443166835,False,-0.29640396409117153,False,-0.6446317841334299,False,-0.6354909081540997,False,0.6497334256538622,False,-0.43056050667715556,False
2023,0.04452,0.04402,5.97,5.96,26.5,0,22.0,2023,1.6611294472732123,False,1.6710917130047598,False,-0.9074383508234598,False,-0.8954857012423296,False,0.20296847136566998,False,-0.2952523301886632,False
2023,0.01999,0.01991,8.27,8.26,27.0,0,17.5,2023,-0.07929065130874181,False,-0.057007404473670274,False,-0.4563524527734085,False,-0.44587064552584194,False,0.48219656779578984,False,-0.3841409132832932,False
2023,0.03766,0.03758,13.04,13.03,23.7,0,79.0,2023,1.1744078053542477,False,1.2095007417662247,False,0.47916047492169794,False,0.4865918830687867,False,-1.3607088686430018,False,0.8306697223433165,False
2023,0.01449,0.01442,7.97,7.94,27.3,0,15.15,2023,-0.4695193729638886,False,-0.4505065398928566,False,-0.5151897438234152,False,-0.5084257837124836,False,0.6497334256538622,False,-0.43056050667715556,False
2023,0.03271,0.03229,13.36,13.35,26.3,0,24.0,2023,0.8232019558646159,False,0.8303367296774273,False,0.5419202520417051,False,0.5491470212554286,False,0.09127723279362242,False,-0.2557462932577166,False
2023,0.01772,0.01761,4.51,4.48,27.9,0,11.55,2023,-0.24034868733732065,False,-0.22186132277314724,False,-1.1937798339334924,False,-1.1848032153555477,False,0.9848071413700049,False,-0.5016713731528595,False
2023,0.01382,0.01377,9.83,9.81,27.0,0,16.5,2023,-0.5170563263291519,False,-0.4970956907166219,False,-0.15039853931337357,False,-0.14286919493429578,False,0.48219656779578984,False,-0.40389393174876653,False
2023,0.00112,0.00111,8.76,8.48,28.4,0,9.35,2023,-1.4181299199692181,False,-1.4045089975302647,False,-0.36025154405839754,False,-0.4028639880225256,False,1.2640352378001247,False,-0.5451280137769008,False
2023,0.01318,0.01312,11.77,11.75,25.7,0,32.0,2023,-0.562464759394478,False,-0.5436848415403871,False,0.23008260947666964,False,0.2363713303222198,False,-0.24379648292252226,False,-0.09772214553392994,False
2023,0.01296,0.01293,3.19,3.13,28.5,0,8.65,2023,-0.578073908260684,False,-0.5573032087042569,False,-1.452663914553522,False,-1.4487077045804426,False,1.3198808570861496,False,-0.5589551267027322,False
2023,0.02157,0.02128,8.11,8.09,25.7,0,31.0,2023,0.03281141782128202,False,0.04118819033949642,False,-0.4877323413334121,False,-0.47910306268749536,False,-0.24379648292252226,False,-0.11747516399940326,False
2023,0.00371,0.0037,6.62,6.51,27.8,0,11.6,2023,-1.234367667407976,False,-1.2188691504017233,False,-0.7799575535484453,False,-0.7879690574840391,False,0.9289615220839821,False,-0.5006837222295858,False
2023,0.00487,0.00484,6.78,6.7,28.6,0,8.0,2023,-1.1520648824770725,False,-1.1371589474185042,False,-0.7485776649884417,False,-0.7508269441857205,False,1.3757264763721744,False,-0.5717945887052899,False
2023,0.04156,0.03979,13.8,13.8,24.9,0,45.0,2023,1.451115444346079,False,1.3679038545670261,False,0.6282149455817152,False,0.6371151843303937,False,-0.6905614372107145,False,0.15906709451722334,False
2023,0.0171,0.01706,13.3,13.28,26.2,0,25.5,2023,-0.2843381068693553,False,-0.26128291193171793,False,0.530152793831704,False,0.5354630847771006,False,0.03543161350759764,False,-0.22611676555950658,False
2023,0.00585,0.00585,3.32,3.18,28.1,0,10.15,2023,-1.0825332193457917,False,-1.064766574600038,False,-1.427167755098519,False,-1.4389334642387799,False,1.0964983799420545,False,-0.5293255990045223,False
2023,0.03728,0.03716,9.62,9.62,24.9,0,45.0,2023,1.1474465482217104,False,1.179396982772407,False,-0.19158464304837844,False,-0.18001130823261458,False,-0.6905614372107145,False,0.15906709451722334,False
2023,0.00948,0.00943,15.7,15.69,26.7,0,20.0,2023,-0.824982263053395,False,-0.8081678669860698,False,1.0008511222317573,False,1.0065814692452464,False,0.3146597099377175,False,-0.3347583671196099,False
2023,0.01455,0.01443,9.33,9.31,27.0,0,17.5,2023,-0.46526233236401426,False,-0.44978978372633716,False,-0.24846069106338475,False,-0.24061159835092352,False,0.48219656779578984,False,-0.3841409132832932,False
2023,0.03992,0.03974,9.35,9.35,24.7,0,49.5,2023,1.3347563346161806,False,1.3643200737344288,False,-0.24453820499338438,False,-0.2327922060775935,False,-0.802252675782762,False,0.24795567761185333,False
2023,0.03031,0.03028,0.44,0.13,28.4,0,9.3,2023,0.6529203318696426,False,0.686268740207015,False,-1.9920057491785834,False,-2.035162125080209,False,1.2640352378001247,False,-0.5461156647001745,False
2023,0.02011,0.02006,10.56,10.55,25.1,0,41.0,2023,-0.07077657010899326,False,-0.04625606197587824,False,-0.007227797758357191,False,0.0017895621223133365,False,-0.578870198638665,False,0.08005502065533003,False
2023,0.0111,0.0111,9.28,9.26,24.8,1,47.0,2023,-0.7100421668567881,False,-0.688469587177319,False,-0.258266906238386,False,-0.25038583869258646,False,-0.7464070564967372,False,0.19857313144817,False
2023,0.02075,0.02064,10.32,10.3,24.9,0,45.0,2023,-0.02536813704366698,False,-0.004684204317749467,False,-0.054297630598362595,False,-0.04708163958600054,False,-0.6905614372107145,False,0.15906709451722334,False
2023,0.04394,0.04362,8.83,8.82,26.1,0,26.0,2023,1.6199780548077607,False,1.6424214663439813,False,-0.3465228428133959,False,-0.33639915369921874,False,-0.02041400577842515,False,-0.2162402563267699,False
2023,0.04268,0.04262,22.87,22.87,24.4,0,58.0,2023,1.5305802022104,False,1.5707458496920348,False,2.407062378326918,False,2.4101623823080214,False,-0.9697895336408344,False,0.4158563345683766,False
2023,0.03453,0.03444,6.41,6.4,24.9,0,45.0,2023,0.9523321873941368,False,0.9844393054791123,False,-0.82114365728345,False,-0.8094723862356971,False,-0.6905614372107145,False,0.15906709451722334,False
2023,0.00574,0.00573,12.84,12.81,26.6,0,20.5,2023,-1.0903377937788947,False,-1.073367648598272,False,0.4399356142216936,False,0.44358522556547075,False,0.25881409065169475,False,-0.32488185788687324,False
2023,0.00416,0.00416,4.89,4.75,25.4,1,37.0,2023,-1.2024398629089188,False,-1.1858983667418277,False,-1.119252598603484,False,-1.1320223175105688,False,-0.4113333407805946,False,0.0010429467934367097,False
2023,0.00157,0.00157,18.21,18.12,27.6,1,12.9,2023,-1.3862021154701607,False,-1.3715382138703693,False,1.4931231240168137,False,1.4816095498500577,False,0.8172702835119345,False,-0.47500479822447056,False
2023,0.04641,0.04639,11.34,11.33,22.9,0,109.0,2023,1.7952262261692538,False,1.8409629244698733,False,0.1457491589716601,False,0.15426771145225252,False,-1.807473822931194,False,1.4232602763075164,False
2023,0.00611,0.0061,22.08,22.06,27.1,0,16.5,2023,-1.064086043413003,False,-1.0468476704370515,False,2.2521241785618997,False,2.2518196887730837,False,0.5380421870818146,False,-0.40389393174876653,False
2023,0.02735,0.02721,12.99,12.99,24.8,0,46.5,2023,0.442906328942509,False,0.4662245970855393,False,0.46935425974669703,False,0.4787724907954567,False,-0.7464070564967372,False,0.18869662221543335,False
2023,0.00333,0.00332,13.98,13.93,28.0,0,10.9,2023,-1.2613289245405137,False,-1.2461058847294628,False,0.6635173202117192,False,0.6625282092187168,False,1.0406527606560296,False,-0.5145108351554172,False
2023,0.0223,0.02223,10.38,10.37,24.8,0,48.5,2023,0.08460541178641978,False,0.10928002615884556,False,-0.042530172388361154,False,-0.03339770310767295,False,-0.7464070564967372,False,0.22820265914638,False
2023,0.00379,0.00378,11.63,11.57,27.6,0,13.1,2023,-1.2286916132748105,False,-1.2131351010695677,False,0.20262520698666675,False,0.20118406509223385,False,0.8172702835119345,False,-0.4710541945313758,False
2023,0.03432,0.0342,7.58,7.57,25.7,0,31.0,2023,0.937432545294577,False,0.9672371574826454,False,-0.5916782221884238,False,-0.5807551622407882,False,-0.24379648292252226,False,-0.11747516399940326,False
2023,0.03962,0.02525,9.79,9.79,25.9,0,27.5,2023,1.3134711316168093,False,0.3257403884477241,False,-0.15824351145337465,False,-0.14677889107096115,False,-0.1321052443504747,False,-0.18661072862855993,False
2023,0.00862,0.0086,3.92,3.84,27.7,0,12.3,2023,-0.8859998449849271,False,-0.8676586288071854,False,-1.3094931729985055,False,-1.3099134917288313,False,0.8731159027979574,False,-0.4868566093037545,False
2023,0.00321,0.00321,5.07,4.9,28.9,0,7.25,2023,-1.269843005740262,False,-1.2539902025611769,False,-1.08395022397348,False,-1.1026995964855804,False,1.5432633342302446,False,-0.5866093525543948,False
2023,0.04375,0.04344,8.69,8.68,25.0,0,43.5,2023,1.6064974262414917,False,1.629519855346631,False,-0.37398024530339913,False,-0.3637670266558746,False,-0.6347158179246897,False,0.12943756681901336,False
2023,0.00264,0.00264,13.69,13.62,26.3,1,24.0,2023,-1.3102848914390683,False,-1.2948453040527865,False,0.6066412721967125,False,0.6019279191004074,False,0.09127723279362242,False,-0.2557462932577166,False
2023,0.04214,0.04192,14.55,14.54,25.4,0,36.0,2023,1.4922668368115306,False,1.5205729180356722,False,0.775308173206732,False,0.7817739413870025,False,-0.4113333407805946,False,-0.01871007167203662,False
2023,0.00576,0.00573,8.33,8.27,27.0,0,16.5,2023,-1.0889187802456033,False,-1.073367648598272,False,-0.44458499456340705,False,-0.4439157974575094,False,0.48219656779578984,False,-0.40389393174876653,False
2023,0.01124,0.01122,12.05,12.03,25.9,0,27.5,2023,-0.7001090721237481,False,-0.6798685131790854,False,0.28499741445667615,False,0.2911070762355312,False,-0.1321052443504747,False,-0.18661072862855993,False
2023,0.00572,0.00569,12.71,12.68,26.4,0,23.0,2023,-1.0917568073121862,False,-1.0762346732643495,False,0.4144394547666909,False,0.4181722006771474,False,0.1471228520796452,False,-0.2754993117231899,False
2023,0.04533,0.04526,4.15,4.13,25.4,0,35.5,2023,1.7185994953715162,False,1.7599694776531738,False,-1.2643845831935003,False,-1.253222897747187,False,-0.4113333407805946,False,-0.028586580904773284,False
2023,0.04834,0.04834,7.33,7.32,22.4,0,138.0,2023,1.932161032131878,False,1.980730376941169,False,-0.6407092980634295,False,-0.629626363949102,False,-2.086701919361314,False,1.996097811806243,False
2023,0.00884,0.00883,4.66,4.6,28.7,0,7.9,2023,-0.8703906961187211,False,-0.8511732369772377,False,-1.164361188408489,False,-1.161345038535557,False,1.4315720956581972,False,-0.5737698905518372,False
2023,0.00828,0.00822,13.39,13.37,26.4,0,22.0,2023,-0.9101230750508816,False,-0.894895363134925,False,0.547803981146706,False,0.5530567173920936,False,0.1471228520796452,False,-0.2952523301886632,False
2023,0.02816,0.02753,19.61,19.61,24.5,0,54.5,2023,0.5003763770408125,False,0.489160794414162,False,1.7676971489168447,False,1.772881912031608,False,-0.9139439143548096,False,0.34672076993921996,False
2023,0.02947,0.02937,20.46,20.46,23.1,1,102.0,2023,0.593321763471402,False,0.6210439290537436,False,1.934402806891864,False,1.9390439978398755,False,-1.6957825843591445,False,1.2849891470492032,False
2023,0.00272,0.00272,15.99,15.93,27.6,0,13.1,2023,-1.3046088373059026,False,-1.2891112547206307,False,1.057727170246764,False,1.0534978228852279,False,0.8172702835119345,False,-0.4710541945313758,False
2023,0.01038,0.01032,9.36,9.33,26.8,0,18.0,2023,-0.76112665405528,False,-0.7443765681658374,False,-0.2425769619583842,False,-0.2367019022142585,False,0.3705053292237423,False,-0.37426440405055655,False
2023,0.01854,0.01851,8.95,8.94,26.3,0,24.0,2023,-0.1821691324723714,False,-0.15735326778639552,False,-0.3229879263933934,False,-0.3129409768792283,False,0.09127723279362242,False,-0.2557462932577166,False
2023,0.03646,0.03611,18.06,18.06,25.2,0,39.0,2023,1.0892669933567611,False,1.1041375852878634,False,1.46370447849181,False,1.4698804614400618,False,-0.5230245793526421,False,0.04054898372438337,False
2023,0.00742,0.00741,12.52,12.49,23.6,2,79.5,2023,-0.9711406569824136,False,-0.9529526126230017,False,0.3771758371016864,False,0.38103008737882893,False,-1.4165544879290246,False,0.8405462315760532,False
2023,0.01765,0.01762,8.12,8.1,26.1,0,25.5,2023,-0.24531523470384073,False,-0.2211445666066278,False,-0.4857710982984119,False,-0.47714821461916285,False,-0.02041400577842515,False,-0.22611676555950658,False
2023,0.02287,0.0228,4.39,4.36,27.3,0,15.15,2023,0.12504729748522597,False,0.15013512765045514,False,-1.2173147503534951,False,-1.2082613921755383,False,0.6497334256538622,False,-0.43056050667715556,False
2023,0.0305,0.03039,7.32,7.31,26.1,0,26.0,2023,0.6664009604359112,False,0.6941530580387291,False,-0.6426705410984296,False,-0.6315812120174347,False,-0.02041400577842515,False,-0.2162402563267699,False
2023,0.04094,0.04071,15.93,15.93,25.4,0,36.0,2023,1.407126024814044,False,1.4338454218868173,False,1.0459597120367625,False,1.0534978228852279,False,-0.4113333407805946,False,-0.01871007167203662,False
2023,0.02967,0.02951,10.54,10.53,26.4,0,22.0,2023,0.6075118988043162,False,0.6310785153850162,False,-0.011150283828357902,False,-0.0021201340143520374,False,0.1471228520796452,False,-0.2952523301886632,False
2023,0.04584,0.04574,8.01,8.01,24.5,0,53.5,2023,1.7547843404704477,False,1.794373773646108,False,-0.5073447716834143,False,-0.4947418472341558,False,-0.9139439143548096,False,0.3269677514737466,False
2023,0.00231,0.0023,17.93,17.87,27.6,0,13.1,2023,-1.3336986147383771,False,-1.3192150137144483,False,1.4382083190368073,False,1.4327383481417437,False,0.8172702835119345,False,-0.4710541945313758,False
2023,0.00194,0.00194,7.19,7.0,28.2,0,10.1,2023,-1.3599503651042688,False,-1.345018235709149,False,-0.6681667005534325,False,-0.6921815021357438,False,1.1523439992280773,False,-0.5303132499277958,False
2023,0.02974,0.02966,18.52,18.51,23.4,0,93.5,2023,0.6124784461708364,False,0.641829857882808,False,1.5539216581018205,False,1.5578486245150274,False,-1.5282457265010743,False,1.1170884900926799,False
2023,0.02326,0.02316,6.25,6.23,26.5,0,22.0,2023,0.15271806138440897,False,0.17593834964515584,False,-0.8525235458434536,False,-0.8427048033973505,False,0.20296847136566998,False,-0.2952523301886632,False
2023,0.00905,0.00903,7.01,6.97,27.9,0,10.95,2023,-0.8554910540191609,False,-0.8368381136468483,False,-0.7034690751834366,False,-0.6980460463407415,False,0.9848071413700049,False,-0.5135231842321435,False
2023,0.00655,0.00655,3.12,2.99,25.8,0,30.5,2023,-1.0328677456805913,False,-1.0145936429436757,False,-1.4663926157985234,False,-1.4760755775370984,False,-0.1879508636364975,False,-0.12735167323213992,False
2023,0.01569,0.01563,9.71,9.69,26.4,0,22.5,2023,-0.3843785609664021,False,-0.3637790437440013,False,-0.1739334557333761,False,-0.16632737175428663,False,0.1471228520796452,False,-0.28537582095592656,False
2023,0.00725,0.00723,14.66,14.64,27.3,0,15.15,2023,-0.9832022720153909,False,-0.965854223620352,False,0.7968818465917343,False,0.8013224220703283,False,0.6497334256538622,False,-0.43056050667715556,False
2023,0.01705,0.01697,9.29,9.28,25.9,0,28.0,2023,-0.287885640702584,False,-0.26773371743039315,False,-0.2563056632033858,False,-0.24647614255592143,False,-0.1321052443504747,False,-0.17673421939582326,False
2023,0.03635,0.03626,4.1,4.08,25.8,0,29.5,2023,1.0814624189236584,False,1.114888927785655,False,-1.2741907983685017,False,-1.2629971380888498,False,-0.1879508636364975,False,-0.14710469169761325,False
2023,0.00318,0.00318,11.13,11.05,28.2,0,9.5,2023,-1.2719715260401996,False,-1.2561404710607356,False,0.1045630552366556,False,0.09953196553894109,False,1.1523439992280773,False,-0.5421650610070798,False
2023,0.04038,0.03674,13.95,13.94,28.0,0,10.8,2023,1.3673936458818838,False,1.1492932237785896,False,0.6576335911067183,False,0.6644830572870493,False,1.0406527606560296,False,-0.5164861370019646,False
2023,0.01538,0.01536,16.08,16.06,25.1,0,40.5,2023,-0.4063732707324194,False,-0.3831314602400269,False,1.0753783575617657,False,1.0789108477735507,False,-0.578870198638665,False,0.07017851142259336,False
2023,0.02078,0.02072,8.11,8.09,26.6,0,20.0,2023,-0.023239616743729898,False,0.001049845014406268,False,-0.4877323413334121,False,-0.47910306268749536,False,0.25881409065169475,False,-0.3347583671196099,False
2023,0.0255,0.02537,7.78,7.77,26.0,0,27.0,2023,0.31164757711305047,False,0.33434146244595764,False,-0.5524533614884193,False,-0.5416582008741372,False,-0.07625962506444992,False,-0.19648723786129657,False
2023,0.02634,0.00049,12.35,12.35,26.4,0,22.0,2023,0.3712461455112911,False,-1.4489478798544715,False,0.3438347055066826,False,0.35366221442217305,False,0.1471228520796452,False,-0.2952523301886632,False
2023,0.01509,0.01507,8.48,8.46,25.8,0,29.5,2023,-0.4269489669651454,False,-0.4039173890690914,False,-0.41516634903840366,False,-0.40677368415919063,False,-0.1879508636364975,False,-0.14710469169761325,False
2023,0.02586,0.02584,5.15,5.13,26.0,0,27.0,2023,0.33718982071229664,False,0.36802900227237234,False,-1.0682602796934781,False,-1.0577380909139316,False,-0.07625962506444992,False,-0.19648723786129657,False
2023,0.03187,0.03168,9.27,9.26,26.2,0,24.5,2023,0.7636033874663752,False,0.7866146035197401,False,-0.26022814927338617,False,-0.25038583869258646,False,0.03543161350759764,False,-0.24586978402497991,False
2023,0.04254,0.04249,13.59,13.58,21.6,1,205.0,2023,1.5206471074773598,False,1.5614280195272818,False,0.5870288418467103,False,0.5941085268270774,False,-2.533466873649504,False,3.319550048992956,True
2023,0.0264,0.02635,10.26,10.25,26.1,0,26.0,2023,0.3755031861111655,False,0.40458356676486507,False,-0.06606508880836404,False,-0.05685587992766345,False,-0.02041400577842515,False,-0.2162402563267699,False
2023,0.00389,0.00389,2.43,2.13,30.1,0,4.2,2023,-1.221596545608353,False,-1.2052507832378532,False,-1.6017183852135388,False,-1.6441925114136984,False,2.213410765662534,False,-0.6468560588740885,False
2023,0.04515,0.04499,7.98,7.97,25.1,0,42.0,2023,1.705828373571893,False,1.7406170611571483,False,-0.5132285007884149,False,-0.5025612395074861,False,-0.578870198638665,False,0.09980803912080335,False
